quality,trans_citric_acid,pca1,pca2,pca3,pca4,pca5
6,0.5745945104459379,-1.4246411785228763,0.08461403335824283,0.13919028322717564,0.017037632161302926,-0.0010122874821995435
6,2.8067114638675608,-2.0597716383226037,-0.03633860689193296,-0.7644526035563461,0.23144078663453183,0.0014434949974330138
7,-0.9917462545024419,-0.8078164657370942,0.06488856791822455,1.6412027130554692,-0.016857557396076098,0.0002005833715209108
5,-0.22777672762222836,0.309182835984359,-0.09846559708007349,-0.6822017891942904,-0.3399406598947245,0.0007030219857162773
6,0.23550884598922833,0.7518128695350005,0.4217258472130442,-0.05347709960987024,0.1601192560619053,-0.002452228546464796
5,0.7480094551039413,0.5579403704518665,-0.08027499368595613,-2.0309754122272414,0.041562400325081114,0.0010074302304709862
6,-5.199337582605575,-0.803541221097899,-0.06504111415356009,0.9126157608291683,-0.365313211363705,-0.000732513275273512
6,0.3682152867198259,0.445405286478291,-0.1940374133177767,0.12259661449991627,0.08731034283326003,-0.001195035165327462
6,1.5255293162731396,0.30260553653944344,0.10142622149190282,0.12339089123718455,0.1373083936779321,0.003962874895755142
5,-0.6800125783688008,0.7697476364798342,-0.12333268483216006,0.39816112609547855,-0.26711659238396956,0.00038030182951623027
5,-0.09927374872396871,1.1047422748505615,-0.07228827430101335,-1.510854991967568,-0.17173827347138276,0.0006930360877197191
7,0.6800125783688009,-0.421506208754601,0.20767019071155168,1.1955377535705334,0.2602668479613267,0.0004761214399864648
6,-0.09927374872396871,0.12442200364475148,-0.1445666700795732,0.38222492327597996,-0.07683802113324371,0.0014962722645172023
4,0.14097728394034753,1.3995851923228577,-0.11261373584395154,-1.2135055595758413,0.018553609368464,-0.002207551624464819
6,-0.9917462545024419,-0.6054888974697312,-0.08854057799001934,-0.3794441123675877,-0.1347305133759713,0.0006509235162011972
5,-0.09927374872396871,1.105400004795053,-0.09227745615821101,-2.0322478591678204,-0.03842778792769373,0.0006747711421508098
7,1.7502216171233853,-1.3077814017310907,-0.24171937398672136,0.5436013561066161,0.24063357660320842,-0.0005593339367507389
6,0.14097728394034753,0.30556532128965547,0.011474903134513487,-1.0852425599700704,-0.02349013350850921,-4.6041033531882805e-05
6,0.4626104126272192,0.12146221889453951,-0.05461535172218386,0.49399740624201893,0.27142694619711694,-4.540391709868129e-05
8,-0.46121460457058916,-2.436057957853401,0.17139902087129932,-0.19445349672115625,0.13236126597926853,0.001202676638720021
5,0.3018547881702473,2.083773634799462,-0.13012264522345574,-0.8641268028409748,0.1430154785989233,0.0019580338099254913
5,-0.09927374872396871,0.5562960455906376,-0.03030203904296211,0.07405503177974476,-0.03193089399262122,0.0008959031060060662
5,-5.199337582605575,0.7681033116186053,-0.07335973018916593,0.4421010974649256,-0.17780251844740982,0.0023737241572292793
6,-1.2049354338870701,-0.6100930070811721,0.05138369501036411,0.4070696806003713,0.29280877596438765,-0.0043310818939419375
5,-5.199337582605575,0.43751252714439237,0.04583276896859494,0.27972444752926134,-0.18522254112480427,6.710518817749721e-05
7,0.3682152867198259,-0.7463486557393203,0.10693277089070562,0.6802451172424077,0.19845341085067814,-0.0020760119591769527
6,-5.199337582605575,-1.141505637962103,-0.07616159515834771,0.07166962518823362,-0.1819142970044821,-0.0018578318803074577
4,1.6067550689692431,-0.6022002477472734,-0.1884864872760075,0.5919285119367038,0.2298654584977984,0.0017795554077086368
6,-0.4252277308747451,0.7556064426732659,0.3064347250975891,-0.08810520264795332,-0.039353029353938876,0.0001693303529864849
6,1.5255293162731396,1.102440220044841,-0.002326137800821677,0.30647341512500903,0.014379012108794107,0.002103842920972741
7,-0.7901683975457864,0.12277767878352261,-0.09459371543657906,0.9130931127483578,-0.3353176597991943,-0.0015177657735378893
6,-0.09927374872396871,0.43521047233867194,0.11579490546878662,0.8380233328191817,-0.18410412006179971,-0.0012207594941825524
5,0.5745945104459379,-0.6104218720534178,0.06137828593896294,1.642156809257125,0.043136080997604374,0.0016300772421936206
7,0.1842034490195002,-1.145780882601298,0.05376808691343693,1.0652118031902749,0.09231825900822883,9.165572438300306e-05
5,0.042668279320522084,1.7031766061899556,0.05746231769731794,-1.8098343135561539,0.008040437628593442,0.0008805503491904678
6,-0.8373383608517686,0.551363071006951,0.11961682488602018,-0.6057569707929701,-0.09112506481393162,0.0007082344190435081
6,0.23550884598922833,-0.09518083375400758,-0.12177631071409015,-0.2962468266286012,0.16398417140003144,0.0008553345742433331
5,-0.29267606076175373,1.7018611463009725,0.09744068141171325,-1.2144601904978138,-0.04143779799231627,-0.0009970464920002803
6,1.0208884174832789,-0.3590192560578634,0.1596992198673373,0.386678649604464,0.20312696168089256,0.0018605793757175998
5,-0.607463220944139,-0.34783784700150705,-0.1801168717050226,2.348482139352075,0.08190549651875463,0.001310376614821318
6,-1.0909945623603086,0.004368013556917419,0.29172116591423963,0.121483097848654,0.017319452066778238,-0.0008661121017193373
6,1.0208884174832789,-1.0095791749736744,0.07826053213181307,0.07612197825772332,0.09805641550778407,0.005286472670768391
3,0.1842034490195002,0.7664589867573764,-0.023386775546171905,-0.49476108192519413,0.08713052903558108,-0.0010199262099105353
5,0.6800125783688009,0.7518128695350005,0.4217258472130442,0.8413634554018066,0.02587033537378928,-9.752948174176358e-05
7,-5.199337582605575,-1.1388747181841368,-0.1561183225871382,-1.1817553716027056,-0.24698364369119308,-0.000456717698824957
5,-0.7901683975457864,0.5533362608404256,0.05964927931442733,-0.9654063703379931,-0.22542152267127483,0.0004488812813917179
8,1.7502216171233853,0.009958718085095589,0.12181312012805967,0.9183417761126826,-0.0053573811279823925,0.0007444526297194738
6,0.645630749275982,-0.418546424004389,0.11771887235416235,-0.8630129924986297,0.21300514398748643,0.00017911129383665553
6,-0.5496162910697036,0.01653601753001108,-0.07807869844391664,0.07294258659457102,-0.10192625527578544,-0.004065171832884599
